study SID category name item
03-sherman 153 sit Sociality Sociality
03-sherman 154 pers A A
03-sherman 154 pers C C
03-sherman 154 pers E dominant
03-sherman 154 pers E E
03-sherman 154 pers E outgoing
03-sherman 154 pers N N
03-sherman 154 pers O O
03-sherman 154 sit Adversity Adversity
03-sherman 154 sit Deception Deception
03-sherman 154 sit Duty Duty
03-sherman 154 sit Intellect Intellect
03-sherman 154 sit Mating Mating
03-sherman 154 sit Negativity Negativity
03-sherman 154 sit pOsitivity pOsitivity
03-sherman 154 sit Sociality Sociality
03-sherman 155 pers A A
03-sherman 155 pers C C
03-sherman 155 pers E dominant
03-sherman 155 pers E E
03-sherman 155 pers E outgoing
03-sherman 155 pers N N
03-sherman 155 pers O O
03-sherman 155 sit Adversity Adversity
03-sherman 155 sit Deception Deception
03-sherman 155 sit Duty Duty
03-sherman 155 sit Intellect Intellect
03-sherman 155 sit Mating Mating
03-sherman 155 sit Negativity Negativity
03-sherman 155 sit pOsitivity pOsitivity
03-sherman 155 sit Sociality Sociality
03-sherman 156 pers A A
03-sherman 156 pers C C
03-sherman 156 pers E dominant
03-sherman 156 pers E E
03-sherman 156 pers E outgoing
03-sherman 156 pers N N
03-sherman 156 pers O O
03-sherman 156 sit Adversity Adversity
03-sherman 156 sit Deception Deception
03-sherman 156 sit Duty Duty
03-sherman 156 sit Intellect Intellect
03-sherman 156 sit Mating Mating
03-sherman 156 sit Negativity Negativity
03-sherman 156 sit pOsitivity pOsitivity
03-sherman 156 sit Sociality Sociality
03-sherman 157 pers A A
03-sherman 157 pers C C
03-sherman 157 pers E dominant
03-sherman 157 pers E E
03-sherman 157 pers E outgoing
03-sherman 157 pers N N
03-sherman 157 pers O O
03-sherman 157 sit Adversity Adversity
03-sherman 157 sit Deception Deception
03-sherman 157 sit Duty Duty
03-sherman 157 sit Intellect Intellect
03-sherman 157 sit Mating Mating
03-sherman 157 sit Negativity Negativity
03-sherman 157 sit pOsitivity pOsitivity
03-sherman 157 sit Sociality Sociality
03-sherman 159 pers A A
03-sherman 159 pers C C
03-sherman 159 pers E dominant
03-sherman 159 pers E E
03-sherman 159 pers E outgoing
03-sherman 159 pers N N
03-sherman 159 pers O O
03-sherman 159 sit Adversity Adversity
03-sherman 159 sit Deception Deception
03-sherman 159 sit Duty Duty
03-sherman 159 sit Intellect Intellect
03-sherman 159 sit Mating Mating
03-sherman 159 sit Negativity Negativity
03-sherman 159 sit pOsitivity pOsitivity
03-sherman 159 sit Sociality Sociality
03-sherman 16 pers A A
03-sherman 16 pers C C
03-sherman 16 pers E dominant
03-sherman 16 pers E E
03-sherman 16 pers E outgoing
03-sherman 16 pers N N
03-sherman 16 pers O O
03-sherman 16 sit Deception Deception
03-sherman 16 sit Duty Duty
03-sherman 16 sit Intellect Intellect
03-sherman 16 sit Mating Mating
03-sherman 16 sit Negativity Negativity
03-sherman 16 sit pOsitivity pOsitivity
03-sherman 16 sit Sociality Sociality
03-sherman 160 pers A A
03-sherman 160 pers C C
03-sherman 160 pers E dominant
03-sherman 160 pers E E
03-sherman 160 pers E outgoing
03-sherman 160 pers N N
03-sherman 160 pers O O
03-sherman 160 sit Adversity Adversity
03-sherman 160 sit Deception Deception
03-sherman 160 sit Duty Duty
03-sherman 160 sit Intellect Intellect
03-sherman 160 sit Mating Mating
03-sherman 160 sit Negativity Negativity
03-sherman 160 sit pOsitivity pOsitivity
03-sherman 160 sit Sociality Sociality
03-sherman 161 pers A A
03-sherman 161 pers C C
03-sherman 161 pers E dominant
03-sherman 161 pers E E
03-sherman 161 pers E outgoing
03-sherman 161 pers N N
03-sherman 161 pers O O
03-sherman 161 sit Adversity Adversity
03-sherman 161 sit Deception Deception
03-sherman 161 sit Duty Duty
03-sherman 161 sit Intellect Intellect
03-sherman 161 sit Mating Mating
03-sherman 161 sit Negativity Negativity
03-sherman 161 sit pOsitivity pOsitivity
03-sherman 161 sit Sociality Sociality
03-sherman 162 pers A A
03-sherman 162 pers C C
03-sherman 162 pers E dominant
03-sherman 162 pers E E
03-sherman 162 pers E outgoing
03-sherman 162 pers N N
03-sherman 162 pers O O
03-sherman 162 sit Adversity Adversity
03-sherman 162 sit Deception Deception
03-sherman 162 sit Duty Duty
03-sherman 162 sit Intellect Intellect
03-sherman 162 sit Mating Mating
03-sherman 162 sit Negativity Negativity
03-sherman 162 sit pOsitivity pOsitivity
03-sherman 162 sit Sociality Sociality
03-sherman 163 pers A A
03-sherman 163 pers C C
03-sherman 163 pers E dominant
03-sherman 163 pers E E
03-sherman 163 pers E outgoing
03-sherman 163 pers N N
03-sherman 163 pers O O
03-sherman 163 sit Adversity Adversity
03-sherman 163 sit Deception Deception
03-sherman 163 sit Duty Duty
03-sherman 163 sit Intellect Intellect
03-sherman 163 sit Mating Mating
03-sherman 163 sit Negativity Negativity
03-sherman 163 sit pOsitivity pOsitivity
03-sherman 163 sit Sociality Sociality
03-sherman 164 pers A A
03-sherman 164 pers C C
03-sherman 164 pers E dominant
03-sherman 164 pers E E
03-sherman 164 pers E outgoing
03-sherman 164 pers N N
03-sherman 164 pers O O
03-sherman 164 sit Duty Duty
03-sherman 164 sit Intellect Intellect
03-sherman 164 sit Mating Mating
03-sherman 164 sit Negativity Negativity
03-sherman 164 sit pOsitivity pOsitivity
03-sherman 164 sit Sociality Sociality
03-sherman 165 pers A A
03-sherman 165 pers C C
03-sherman 165 pers E dominant
03-sherman 165 pers E E
03-sherman 165 pers E outgoing
03-sherman 165 pers N N
03-sherman 165 pers O O
03-sherman 165 sit Adversity Adversity
03-sherman 165 sit Deception Deception
03-sherman 165 sit Duty Duty
03-sherman 165 sit Intellect Intellect
03-sherman 165 sit Mating Mating
03-sherman 165 sit Negativity Negativity
03-sherman 165 sit pOsitivity pOsitivity
03-sherman 165 sit Sociality Sociality
03-sherman 166 pers A A
03-sherman 166 pers C C
03-sherman 166 pers E dominant
03-sherman 166 pers E E
03-sherman 166 pers E outgoing
03-sherman 166 pers N N
03-sherman 166 pers O O
03-sherman 166 sit Adversity Adversity
03-sherman 166 sit Duty Duty
03-sherman 166 sit Intellect Intellect
03-sherman 166 sit Mating Mating
03-sherman 166 sit Negativity Negativity
03-sherman 166 sit pOsitivity pOsitivity
03-sherman 166 sit Sociality Sociality
03-sherman 167 pers A A
03-sherman 167 pers C C
03-sherman 167 pers E dominant
03-sherman 167 pers E E
03-sherman 167 pers E outgoing
03-sherman 167 pers N N
03-sherman 167 pers O O
03-sherman 167 sit Adversity Adversity
03-sherman 167 sit Deception Deception
03-sherman 167 sit Duty Duty
03-sherman 167 sit Intellect Intellect
03-sherman 167 sit Mating Mating
03-sherman 167 sit Negativity Negativity
03-sherman 167 sit pOsitivity pOsitivity
03-sherman 167 sit Sociality Sociality
03-sherman 168 pers A A
03-sherman 168 pers C C
03-sherman 168 pers E dominant
03-sherman 168 pers E E
03-sherman 168 pers E outgoing
03-sherman 168 pers N N
03-sherman 168 pers O O
03-sherman 168 sit Adversity Adversity
03-sherman 168 sit Deception Deception
03-sherman 168 sit Duty Duty
03-sherman 168 sit Intellect Intellect
03-sherman 168 sit Mating Mating
03-sherman 168 sit Negativity Negativity
03-sherman 168 sit pOsitivity pOsitivity
03-sherman 168 sit Sociality Sociality
03-sherman 169 pers A A
03-sherman 169 pers C C
03-sherman 169 pers E dominant
03-sherman 169 pers E E
03-sherman 169 pers E outgoing
03-sherman 169 pers N N
03-sherman 169 pers O O
03-sherman 169 sit Adversity Adversity
03-sherman 169 sit Deception Deception
03-sherman 169 sit Duty Duty
03-sherman 169 sit Intellect Intellect
03-sherman 169 sit Mating Mating
03-sherman 169 sit Negativity Negativity
03-sherman 169 sit pOsitivity pOsitivity
03-sherman 169 sit Sociality Sociality
03-sherman 17 pers A A
03-sherman 17 pers C C
03-sherman 17 pers E dominant
03-sherman 17 pers E E
03-sherman 17 pers E outgoing
03-sherman 17 pers N N
03-sherman 17 pers O O
03-sherman 17 sit Adversity Adversity
03-sherman 17 sit Deception Deception
03-sherman 17 sit Duty Duty
03-sherman 17 sit Intellect Intellect
03-sherman 17 sit Mating Mating
03-sherman 17 sit Negativity Negativity
03-sherman 17 sit pOsitivity pOsitivity
03-sherman 17 sit Sociality Sociality
03-sherman 170 pers A A
03-sherman 170 pers C C
03-sherman 170 pers E E
03-sherman 170 pers E outgoing
03-sherman 170 pers O O
03-sherman 170 sit Duty Duty
03-sherman 170 sit Intellect Intellect
03-sherman 170 sit Negativity Negativity
03-sherman 170 sit pOsitivity pOsitivity
03-sherman 170 sit Sociality Sociality
03-sherman 171 pers A A
03-sherman 171 pers C C
03-sherman 171 pers E dominant
03-sherman 171 pers E E
03-sherman 171 pers E outgoing
03-sherman 171 pers N N
03-sherman 171 pers O O
03-sherman 171 sit Adversity Adversity
03-sherman 171 sit Deception Deception
03-sherman 171 sit Duty Duty
03-sherman 171 sit Intellect Intellect
03-sherman 171 sit Mating Mating
03-sherman 171 sit Negativity Negativity
03-sherman 171 sit pOsitivity pOsitivity
03-sherman 171 sit Sociality Sociality
03-sherman 172 pers A A
03-sherman 172 pers C C
03-sherman 172 pers E dominant
03-sherman 172 pers E E
03-sherman 172 pers E outgoing
03-sherman 172 pers N N
03-sherman 172 pers O O
03-sherman 172 sit Adversity Adversity
03-sherman 172 sit Deception Deception
03-sherman 172 sit Duty Duty
03-sherman 172 sit Intellect Intellect
03-sherman 172 sit Mating Mating
03-sherman 172 sit Negativity Negativity
03-sherman 172 sit pOsitivity pOsitivity
03-sherman 172 sit Sociality Sociality
03-sherman 174 pers A A
03-sherman 174 pers C C
03-sherman 174 pers E dominant
03-sherman 174 pers E E
03-sherman 174 pers E outgoing
03-sherman 174 pers N N
03-sherman 174 pers O O
03-sherman 174 sit Adversity Adversity
03-sherman 174 sit Deception Deception
03-sherman 174 sit Duty Duty
03-sherman 174 sit Intellect Intellect
03-sherman 174 sit Mating Mating
03-sherman 174 sit Negativity Negativity
03-sherman 174 sit pOsitivity pOsitivity
03-sherman 174 sit Sociality Sociality
03-sherman 175 pers A A
03-sherman 175 pers C C
03-sherman 175 pers E dominant
03-sherman 175 pers E E
03-sherman 175 pers E outgoing
03-sherman 175 pers N N
03-sherman 175 pers O O
03-sherman 175 sit Adversity Adversity
03-sherman 175 sit Deception Deception
03-sherman 175 sit Duty Duty
03-sherman 175 sit Intellect Intellect
03-sherman 175 sit Mating Mating
03-sherman 175 sit Negativity Negativity
03-sherman 175 sit pOsitivity pOsitivity
03-sherman 175 sit Sociality Sociality
03-sherman 176 pers A A
03-sherman 176 pers C C
03-sherman 176 pers E dominant
03-sherman 176 pers E E
03-sherman 176 pers E outgoing
03-sherman 176 pers N N
03-sherman 176 pers O O
03-sherman 176 sit Adversity Adversity
03-sherman 176 sit Deception Deception
03-sherman 176 sit Duty Duty
03-sherman 176 sit Intellect Intellect
03-sherman 176 sit Mating Mating
03-sherman 176 sit Negativity Negativity
03-sherman 176 sit pOsitivity pOsitivity
03-sherman 176 sit Sociality Sociality
03-sherman 177 pers A A
03-sherman 177 pers C C
03-sherman 177 pers E dominant
03-sherman 177 pers E E
03-sherman 177 pers E outgoing
03-sherman 177 pers N N
03-sherman 177 pers O O
03-sherman 177 sit Adversity Adversity
03-sherman 177 sit Deception Deception
03-sherman 177 sit Duty Duty
03-sherman 177 sit Intellect Intellect
03-sherman 177 sit Mating Mating
03-sherman 177 sit Negativity Negativity
03-sherman 177 sit pOsitivity pOsitivity
03-sherman 177 sit Sociality Sociality
03-sherman 178 pers A A
03-sherman 178 pers C C
03-sherman 178 pers E dominant
03-sherman 178 pers E E
03-sherman 178 pers E outgoing
03-sherman 178 pers N N
03-sherman 178 pers O O
03-sherman 178 sit Duty Duty
03-sherman 178 sit Intellect Intellect
03-sherman 178 sit Mating Mating
03-sherman 178 sit Negativity Negativity
03-sherman 178 sit pOsitivity pOsitivity
03-sherman 178 sit Sociality Sociality
03-sherman 179 pers A A
03-sherman 179 pers C C
03-sherman 179 pers E dominant
03-sherman 179 pers E E
03-sherman 179 pers E outgoing
03-sherman 179 pers N N
03-sherman 179 pers O O
03-sherman 179 sit Adversity Adversity
03-sherman 179 sit Deception Deception
03-sherman 179 sit Duty Duty
03-sherman 179 sit Intellect Intellect
03-sherman 179 sit Mating Mating
03-sherman 179 sit Negativity Negativity
03-sherman 179 sit pOsitivity pOsitivity
03-sherman 179 sit Sociality Sociality
03-sherman 18 pers A A
03-sherman 18 pers C C
03-sherman 18 pers E dominant
03-sherman 18 pers E E
03-sherman 18 pers E outgoing
03-sherman 18 pers N N
03-sherman 18 pers O O
03-sherman 18 sit Adversity Adversity
03-sherman 18 sit Duty Duty
03-sherman 18 sit Intellect Intellect
03-sherman 18 sit Mating Mating
03-sherman 18 sit Negativity Negativity
03-sherman 18 sit pOsitivity pOsitivity
03-sherman 18 sit Sociality Sociality
03-sherman 180 pers A A
03-sherman 180 pers C C
03-sherman 180 pers E dominant
03-sherman 180 pers E E
03-sherman 180 pers E outgoing
03-sherman 180 pers N N
03-sherman 180 pers O O
03-sherman 180 sit Adversity Adversity
03-sherman 180 sit Deception Deception
03-sherman 180 sit Duty Duty
03-sherman 180 sit Intellect Intellect
03-sherman 180 sit Mating Mating
03-sherman 180 sit Negativity Negativity
03-sherman 180 sit pOsitivity pOsitivity
03-sherman 180 sit Sociality Sociality
03-sherman 181 pers A A
03-sherman 181 pers C C
03-sherman 181 pers E dominant
03-sherman 181 pers E E
03-sherman 181 pers E outgoing
03-sherman 181 pers N N
03-sherman 181 pers O O
03-sherman 181 sit Adversity Adversity
03-sherman 181 sit Deception Deception
03-sherman 181 sit Duty Duty
03-sherman 181 sit Intellect Intellect
03-sherman 181 sit Mating Mating
03-sherman 181 sit Negativity Negativity
03-sherman 181 sit pOsitivity pOsitivity
03-sherman 181 sit Sociality Sociality
03-sherman 182 pers A A
03-sherman 182 pers C C
03-sherman 182 pers E dominant
03-sherman 182 pers E E
03-sherman 182 pers E outgoing
03-sherman 182 pers N N
03-sherman 182 pers O O
03-sherman 182 sit Adversity Adversity
03-sherman 182 sit Deception Deception
03-sherman 182 sit Duty Duty
03-sherman 182 sit Intellect Intellect
03-sherman 182 sit Mating Mating
03-sherman 182 sit Negativity Negativity
03-sherman 182 sit pOsitivity pOsitivity
03-sherman 182 sit Sociality Sociality
03-sherman 183 pers A A
03-sherman 183 pers C C
03-sherman 183 pers E dominant
03-sherman 183 pers E E
03-sherman 183 pers E outgoing
03-sherman 183 pers N N
03-sherman 183 pers O O
03-sherman 183 sit Adversity Adversity
03-sherman 183 sit Deception Deception
03-sherman 183 sit Duty Duty
03-sherman 183 sit Intellect Intellect
03-sherman 183 sit Mating Mating
03-sherman 183 sit Negativity Negativity
03-sherman 183 sit pOsitivity pOsitivity
03-sherman 183 sit Sociality Sociality
03-sherman 184 pers A A
03-sherman 184 pers C C
03-sherman 184 pers E dominant
03-sherman 184 pers E E
03-sherman 184 pers E outgoing
03-sherman 184 pers N N
03-sherman 184 pers O O
03-sherman 184 sit Adversity Adversity
03-sherman 184 sit Deception Deception
03-sherman 184 sit Mating Mating
03-sherman 184 sit Negativity Negativity
03-sherman 184 sit Sociality Sociality
03-sherman 185 pers A A
03-sherman 185 pers C C
03-sherman 185 pers E dominant
03-sherman 185 pers E E
03-sherman 185 pers E outgoing
03-sherman 185 pers N N
03-sherman 185 pers O O
03-sherman 185 sit Adversity Adversity
03-sherman 185 sit Deception Deception
03-sherman 185 sit Duty Duty
03-sherman 185 sit Intellect Intellect
03-sherman 185 sit Mating Mating
03-sherman 185 sit Negativity Negativity
03-sherman 185 sit pOsitivity pOsitivity
03-sherman 185 sit Sociality Sociality
03-sherman 186 pers A A
03-sherman 186 pers C C
03-sherman 186 pers E dominant
03-sherman 186 pers E E
03-sherman 186 pers E outgoing
03-sherman 186 pers N N
03-sherman 186 pers O O
03-sherman 186 sit Adversity Adversity
03-sherman 186 sit Deception Deception
03-sherman 186 sit Duty Duty
03-sherman 186 sit Intellect Intellect
03-sherman 186 sit Mating Mating
03-sherman 186 sit Negativity Negativity
03-sherman 186 sit pOsitivity pOsitivity
03-sherman 186 sit Sociality Sociality
03-sherman 187 pers C C
03-sherman 187 pers E dominant
03-sherman 187 pers E E
03-sherman 187 pers E outgoing
03-sherman 187 pers N N
03-sherman 187 pers O O
03-sherman 187 sit Adversity Adversity
03-sherman 187 sit Duty Duty
03-sherman 187 sit Intellect Intellect
03-sherman 187 sit Mating Mating
03-sherman 187 sit Negativity Negativity
03-sherman 187 sit pOsitivity pOsitivity
03-sherman 187 sit Sociality Sociality
03-sherman 188 pers A A
03-sherman 188 pers C C
03-sherman 188 pers E dominant
03-sherman 188 pers E E
03-sherman 188 pers E outgoing
03-sherman 188 pers N N
03-sherman 188 pers O O
03-sherman 188 sit Adversity Adversity
03-sherman 188 sit Deception Deception
03-sherman 188 sit Duty Duty
03-sherman 188 sit Intellect Intellect
03-sherman 188 sit Mating Mating
03-sherman 188 sit Negativity Negativity
03-sherman 188 sit pOsitivity pOsitivity
03-sherman 188 sit Sociality Sociality
03-sherman 189 pers A A
03-sherman 189 pers C C
03-sherman 189 pers E dominant
03-sherman 189 pers E E
03-sherman 189 pers E outgoing
03-sherman 189 pers N N
03-sherman 189 pers O O
03-sherman 189 sit Adversity Adversity
03-sherman 189 sit Deception Deception
03-sherman 189 sit Duty Duty
03-sherman 189 sit Intellect Intellect
03-sherman 189 sit Mating Mating
03-sherman 189 sit Negativity Negativity
03-sherman 189 sit pOsitivity pOsitivity
03-sherman 189 sit Sociality Sociality
03-sherman 19 pers A A
03-sherman 19 pers C C
03-sherman 19 pers E dominant
03-sherman 19 pers E E
03-sherman 19 pers E outgoing
03-sherman 19 pers N N
03-sherman 19 pers O O
03-sherman 19 sit Adversity Adversity
03-sherman 19 sit Deception Deception
03-sherman 19 sit Duty Duty
03-sherman 19 sit Intellect Intellect
03-sherman 19 sit Mating Mating
03-sherman 19 sit Negativity Negativity
03-sherman 19 sit pOsitivity pOsitivity
03-sherman 19 sit Sociality Sociality
03-sherman 190 pers A A
03-sherman 190 pers C C
03-sherman 190 pers E dominant
03-sherman 190 pers E E
03-sherman 190 pers E outgoing
03-sherman 190 pers N N
03-sherman 190 pers O O
03-sherman 190 sit Deception Deception
03-sherman 190 sit Duty Duty
03-sherman 190 sit Intellect Intellect
03-sherman 190 sit Mating Mating
03-sherman 190 sit Negativity Negativity
03-sherman 190 sit pOsitivity pOsitivity
03-sherman 190 sit Sociality Sociality
03-sherman 191 pers A A
03-sherman 191 pers C C
03-sherman 191 pers E dominant
03-sherman 191 pers E E
03-sherman 191 pers E outgoing
03-sherman 191 pers N N
03-sherman 191 pers O O
03-sherman 191 sit Adversity Adversity
03-sherman 191 sit Deception Deception
03-sherman 191 sit Duty Duty
03-sherman 191 sit Intellect Intellect
03-sherman 191 sit Mating Mating
03-sherman 191 sit Negativity Negativity
03-sherman 191 sit pOsitivity pOsitivity
03-sherman 191 sit Sociality Sociality
03-sherman 192 pers A A
03-sherman 192 pers C C
03-sherman 192 pers E dominant
03-sherman 192 pers E E
03-sherman 192 pers E outgoing
03-sherman 192 pers N N
03-sherman 192 pers O O
03-sherman 192 sit Adversity Adversity
03-sherman 192 sit Deception Deception
03-sherman 192 sit Duty Duty
03-sherman 192 sit Intellect Intellect
03-sherman 192 sit Mating Mating
03-sherman 192 sit Negativity Negativity
03-sherman 192 sit pOsitivity pOsitivity
03-sherman 192 sit Sociality Sociality
03-sherman 195 pers A A
03-sherman 195 pers C C
03-sherman 195 pers E dominant
03-sherman 195 pers E E
03-sherman 195 pers E outgoing
03-sherman 195 pers N N
03-sherman 195 pers O O
03-sherman 195 sit Adversity Adversity
03-sherman 195 sit Deception Deception
03-sherman 195 sit Duty Duty
03-sherman 195 sit Intellect Intellect
03-sherman 195 sit Mating Mating
03-sherman 195 sit Negativity Negativity
03-sherman 195 sit pOsitivity pOsitivity
03-sherman 195 sit Sociality Sociality
03-sherman 196 pers A A
03-sherman 196 pers C C
03-sherman 196 pers E dominant
03-sherman 196 pers E E
03-sherman 196 pers E outgoing
03-sherman 196 pers N N
03-sherman 196 pers O O
03-sherman 196 sit Adversity Adversity
03-sherman 196 sit Deception Deception
03-sherman 196 sit Duty Duty
03-sherman 196 sit Intellect Intellect
03-sherman 196 sit Mating Mating
03-sherman 196 sit Negativity Negativity
03-sherman 196 sit pOsitivity pOsitivity
03-sherman 196 sit Sociality Sociality
03-sherman 197 pers A A
03-sherman 197 pers C C
03-sherman 197 pers E dominant
03-sherman 197 pers E E
03-sherman 197 pers E outgoing
03-sherman 197 pers N N
03-sherman 197 pers O O
03-sherman 197 sit Adversity Adversity
03-sherman 197 sit Deception Deception
03-sherman 197 sit Duty Duty
03-sherman 197 sit Intellect Intellect
03-sherman 197 sit Mating Mating
03-sherman 197 sit Negativity Negativity
03-sherman 197 sit pOsitivity pOsitivity
03-sherman 197 sit Sociality Sociality
03-sherman 198 pers A A
03-sherman 198 pers C C
03-sherman 198 pers E dominant
03-sherman 198 pers E E
03-sherman 198 pers E outgoing
03-sherman 198 pers N N
03-sherman 198 pers O O
03-sherman 198 sit Adversity Adversity
03-sherman 198 sit Deception Deception
03-sherman 198 sit Duty Duty
03-sherman 198 sit Intellect Intellect
03-sherman 198 sit Mating Mating
03-sherman 198 sit Negativity Negativity
03-sherman 198 sit pOsitivity pOsitivity
03-sherman 198 sit Sociality Sociality
03-sherman 199 pers A A
03-sherman 199 pers C C
03-sherman 199 pers E dominant
03-sherman 199 pers E E
03-sherman 199 pers E outgoing
03-sherman 199 pers N N
03-sherman 199 sit Adversity Adversity
03-sherman 199 sit Deception Deception
03-sherman 199 sit Duty Duty
03-sherman 199 sit Intellect Intellect
03-sherman 199 sit Mating Mating
03-sherman 199 sit Negativity Negativity
03-sherman 199 sit pOsitivity pOsitivity
03-sherman 199 sit Sociality Sociality
03-sherman 2 pers A A
03-sherman 2 pers C C
03-sherman 2 pers E dominant
03-sherman 2 pers E E
03-sherman 2 pers E outgoing
03-sherman 2 pers N N
03-sherman 2 pers O O
03-sherman 2 sit Deception Deception
03-sherman 2 sit Duty Duty
03-sherman 2 sit Intellect Intellect
03-sherman 2 sit Mating Mating
03-sherman 2 sit pOsitivity pOsitivity
03-sherman 2 sit Sociality Sociality
03-sherman 20 pers A A
03-sherman 20 pers C C
03-sherman 20 pers E dominant
03-sherman 20 pers E E
03-sherman 20 pers E outgoing
03-sherman 20 pers N N
03-sherman 20 pers O O
03-sherman 20 sit Adversity Adversity
03-sherman 20 sit Deception Deception
03-sherman 20 sit Duty Duty
03-sherman 20 sit Intellect Intellect
03-sherman 20 sit Mating Mating
03-sherman 20 sit Negativity Negativity
03-sherman 20 sit pOsitivity pOsitivity
03-sherman 20 sit Sociality Sociality
03-sherman 200 pers A A
03-sherman 200 pers C C
03-sherman 200 pers E dominant
03-sherman 200 pers E E
03-sherman 200 pers E outgoing
03-sherman 200 pers N N
03-sherman 200 pers O O
03-sherman 200 sit Adversity Adversity
03-sherman 200 sit Deception Deception
03-sherman 200 sit Duty Duty
03-sherman 200 sit Intellect Intellect
03-sherman 200 sit Mating Mating
03-sherman 200 sit Negativity Negativity
03-sherman 200 sit pOsitivity pOsitivity
03-sherman 200 sit Sociality Sociality
03-sherman 201 pers A A
03-sherman 201 pers C C
03-sherman 201 pers E dominant
03-sherman 201 pers E E
03-sherman 201 pers E outgoing
03-sherman 201 pers N N
03-sherman 201 pers O O
03-sherman 201 sit Adversity Adversity
03-sherman 201 sit Deception Deception
03-sherman 201 sit Duty Duty
03-sherman 201 sit Intellect Intellect
03-sherman 201 sit Mating Mating
03-sherman 201 sit Negativity Negativity
03-sherman 201 sit pOsitivity pOsitivity
03-sherman 201 sit Sociality Sociality
03-sherman 202 pers A A
03-sherman 202 pers C C
03-sherman 202 pers E dominant
03-sherman 202 pers E E
03-sherman 202 pers E outgoing
03-sherman 202 pers N N
03-sherman 202 pers O O
03-sherman 202 sit Adversity Adversity
03-sherman 202 sit Deception Deception
03-sherman 202 sit Duty Duty
03-sherman 202 sit Intellect Intellect
03-sherman 202 sit Mating Mating
03-sherman 202 sit Negativity Negativity
03-sherman 202 sit pOsitivity pOsitivity
03-sherman 202 sit Sociality Sociality
03-sherman 203 pers A A
03-sherman 203 pers C C
03-sherman 203 pers E dominant
03-sherman 203 pers E E
03-sherman 203 pers E outgoing
03-sherman 203 pers N N
03-sherman 203 pers O O
03-sherman 203 sit Adversity Adversity
03-sherman 203 sit Deception Deception
03-sherman 203 sit Duty Duty
03-sherman 203 sit Intellect Intellect
03-sherman 203 sit Mating Mating
03-sherman 203 sit Negativity Negativity
03-sherman 203 sit pOsitivity pOsitivity
03-sherman 203 sit Sociality Sociality
03-sherman 204 pers A A
03-sherman 204 pers C C
03-sherman 204 pers E dominant
03-sherman 204 pers E E
03-sherman 204 pers E outgoing
03-sherman 204 pers N N
03-sherman 204 pers O O
03-sherman 204 sit Adversity Adversity
03-sherman 204 sit Duty Duty
03-sherman 204 sit Intellect Intellect
03-sherman 204 sit Mating Mating
03-sherman 204 sit Negativity Negativity
03-sherman 204 sit pOsitivity pOsitivity
03-sherman 204 sit Sociality Sociality
03-sherman 205 pers A A
03-sherman 205 pers C C
03-sherman 205 pers E dominant
03-sherman 205 pers E E
03-sherman 205 pers E outgoing
03-sherman 205 pers N N
03-sherman 205 pers O O
03-sherman 205 sit Adversity Adversity
03-sherman 205 sit Deception Deception
03-sherman 205 sit Duty Duty
03-sherman 205 sit Intellect Intellect
03-sherman 205 sit Mating Mating
03-sherman 205 sit Negativity Negativity
03-sherman 205 sit pOsitivity pOsitivity
03-sherman 205 sit Sociality Sociality
03-sherman 206 pers A A
03-sherman 206 pers C C
03-sherman 206 pers E dominant
03-sherman 206 pers E E
03-sherman 206 pers E outgoing
03-sherman 206 pers N N
03-sherman 206 pers O O
03-sherman 206 sit Duty Duty
03-sherman 206 sit Intellect Intellect
03-sherman 206 sit Mating Mating
03-sherman 206 sit Negativity Negativity
03-sherman 206 sit pOsitivity pOsitivity
03-sherman 206 sit Sociality Sociality
03-sherman 207 pers A A
03-sherman 207 pers C C
03-sherman 207 pers E dominant
03-sherman 207 pers E E
03-sherman 207 pers E outgoing
03-sherman 207 pers N N
03-sherman 207 pers O O
03-sherman 207 sit Adversity Adversity
03-sherman 207 sit Deception Deception
03-sherman 207 sit Duty Duty
03-sherman 207 sit Intellect Intellect
03-sherman 207 sit Mating Mating
03-sherman 207 sit Negativity Negativity
03-sherman 207 sit pOsitivity pOsitivity
03-sherman 207 sit Sociality Sociality
03-sherman 208 pers A A
03-sherman 208 pers C C
03-sherman 208 pers E dominant
03-sherman 208 pers E E
03-sherman 208 pers E outgoing
03-sherman 208 pers N N
03-sherman 208 pers O O
03-sherman 208 sit Adversity Adversity
03-sherman 208 sit Deception Deception
03-sherman 208 sit Duty Duty
03-sherman 208 sit Intellect Intellect
03-sherman 208 sit Mating Mating
03-sherman 208 sit Negativity Negativity
03-sherman 208 sit pOsitivity pOsitivity
03-sherman 208 sit Sociality Sociality
03-sherman 209 pers A A
03-sherman 209 pers C C
03-sherman 209 pers E dominant
03-sherman 209 pers E E
03-sherman 209 pers E outgoing
03-sherman 209 pers N N
03-sherman 209 pers O O
03-sherman 209 sit Adversity Adversity
03-sherman 209 sit Duty Duty
03-sherman 209 sit Intellect Intellect
03-sherman 209 sit Mating Mating
03-sherman 209 sit Negativity Negativity
03-sherman 209 sit pOsitivity pOsitivity
03-sherman 209 sit Sociality Sociality
03-sherman 21 pers A A
03-sherman 21 pers C C
03-sherman 21 pers E dominant
03-sherman 21 pers E E
03-sherman 21 pers E outgoing
03-sherman 21 pers N N
03-sherman 21 pers O O
03-sherman 21 sit Adversity Adversity
03-sherman 21 sit Duty Duty
